,location,total_sqft,bath,balcony,price,bhk
871,Bannerghatta Road,1486.0,3.0,1.0,83.22,3.0
874,Bannerghatta Road,1115.0,2.0,1.0,61.0,2.0
876,Bannerghatta Road,2700.0,4.0,3.0,260.0,4.0
877,Bannerghatta Road,1200.0,2.0,2.0,69.0,3.0
879,Bannerghatta Road,1200.0,2.0,2.0,65.0,2.0
881,Bannerghatta Road,1476.0,3.0,1.0,125.0,3.0
884,Bannerghatta Road,1268.0,2.0,1.0,69.0,2.0
885,Bannerghatta Road,1450.0,2.0,2.0,87.0,3.0
886,Bannerghatta Road,2932.0,5.0,2.0,195.0,4.0
889,Bannerghatta Road,960.0,2.0,3.0,58.0,2.0
890,Bannerghatta Road,1750.0,3.0,2.0,130.0,3.0
891,Bannerghatta Road,1275.0,2.0,1.0,73.0,2.0
893,Bannerghatta Road,1240.0,2.0,1.0,71.0,2.0
895,Bannerghatta Road,1215.0,2.0,1.0,68.0,2.0
896,Bannerghatta Road,1215.0,2.0,1.0,68.0,2.0
897,Bannerghatta Road,1894.0,3.0,1.0,115.0,3.0
902,Bannerghatta Road,630.0,1.0,2.0,35.0,1.0
903,Bannerghatta Road,1215.0,2.0,1.0,68.0,2.0
904,Bannerghatta Road,1365.0,3.0,1.0,76.18,3.0
905,Bannerghatta Road,1115.0,2.0,2.0,78.0,2.0
907,Bannerghatta Road,1655.0,3.0,3.0,90.0,3.0
909,Bannerghatta Road,1650.0,3.0,1.0,94.0,3.0
910,Bannerghatta Road,905.0,2.0,1.0,65.0,2.0
915,Bannerghatta Road,1460.0,2.0,2.0,80.0,3.0
916,Bannerghatta Road,1340.0,2.0,3.0,85.0,2.0
917,Bannerghatta Road,1711.0,3.0,2.0,125.0,3.0
918,Bannerghatta Road,1520.0,2.0,3.0,81.0,3.0
920,Bannerghatta Road,1115.0,2.0,1.0,61.0,2.0
924,Bannerghatta Road,1640.0,3.0,2.0,105.0,3.0
927,Bannerghatta Road,1527.0,3.0,2.0,115.0,3.0
930,Bannerghatta Road,1550.0,3.0,2.0,96.0,3.0
931,Bannerghatta Road,1200.0,2.0,2.0,78.0,2.0
932,Bannerghatta Road,1885.0,3.0,1.0,125.0,3.0
934,Bannerghatta Road,1450.0,2.0,2.0,78.0,3.0
935,Bannerghatta Road,700.0,1.0,1.0,31.2,1.0
938,Bannerghatta Road,905.0,2.0,1.0,58.0,2.0
940,Bannerghatta Road,1920.0,3.0,3.0,122.0,3.0
941,Bannerghatta Road,2400.0,4.0,1.0,180.0,4.0
945,Bannerghatta Road,1270.0,2.0,1.0,73.0,3.0
946,Bannerghatta Road,1846.0,3.0,2.0,120.0,3.0
948,Bannerghatta Road,1655.0,3.0,3.0,95.0,3.0
951,Bannerghatta Road,1215.0,2.0,1.0,65.0,2.0
952,Bannerghatta Road,1510.0,2.0,3.0,110.0,3.0
955,Bannerghatta Road,1470.0,2.0,1.0,85.0,3.0
957,Bannerghatta Road,970.0,2.0,1.0,57.0,2.0
958,Bannerghatta Road,1527.0,3.0,1.0,142.0,3.0
959,Basavangudi,1500.0,2.0,1.0,143.0,3.0
960,Basavangudi,1850.0,3.0,1.0,168.0,3.0
961,Basavangudi,1036.0,2.0,2.0,105.0,2.0
962,Basavangudi,2600.0,4.0,3.0,260.0,4.0
963,Basavangudi,1600.0,2.0,2.0,160.0,3.0
964,Basavangudi,1560.0,2.0,2.0,145.0,2.0
965,Basavangudi,1825.0,3.0,2.0,175.0,3.0
966,Basavangudi,1800.0,3.0,2.0,195.0,3.0
967,Basavangudi,1100.0,2.0,3.0,93.0,2.0
968,Basavangudi,1542.14,3.0,3.0,120.0,3.0
969,Basavangudi,1050.0,2.0,1.0,103.0,2.0
970,Basavangudi,1350.0,2.0,2.0,130.0,3.0
971,Basavangudi,1485.0,3.0,1.0,140.0,3.0
972,Basavangudi,1180.0,2.0,3.0,124.0,2.0
973,Basavangudi,1600.0,3.0,3.0,130.0,3.0
974,Basavangudi,1200.0,2.0,3.0,120.0,2.0
975,Basavangudi,1850.0,3.0,2.0,150.0,3.0
976,Basavangudi,2453.0,3.0,2.0,250.0,4.0
977,Basaveshwara Nagar,4500.0,5.0,1.0,415.0,5.0
978,Basaveshwara Nagar,1865.0,3.0,3.0,145.0,3.0
979,Basaveshwara Nagar,1200.0,2.0,0.0,90.0,2.0
980,Basaveshwara Nagar,2400.0,4.0,1.0,310.0,5.0
981,Basaveshwara Nagar,1200.0,2.0,2.0,80.0,2.0
982,Basaveshwara Nagar,900.0,2.0,1.0,60.0,2.0
983,Basaveshwara Nagar,1900.0,3.0,3.0,150.0,3.0
984,Basaveshwara Nagar,1200.0,2.0,2.0,85.0,2.0
985,Basaveshwara Nagar,1200.0,2.0,1.0,70.0,2.0
986,Battarahalli,1200.0,2.0,1.0,65.0,2.0
990,Battarahalli,1777.0,3.0,2.0,100.0,3.0
994,Battarahalli,1071.0,2.0,1.0,62.0,2.0
1080,Bellandur,1767.0,3.0,1.0,103.0,3.0
1081,Bellandur,1205.0,2.0,3.0,66.0,2.0
1082,Bellandur,1250.0,2.0,1.0,76.0,2.0
1084,Bellandur,1281.0,2.0,1.0,74.0,2.0
1087,Bellandur,1490.0,2.0,2.0,98.0,3.0
1089,Bellandur,2039.0,3.0,2.0,168.0,3.0
1090,Bellandur,1605.0,3.0,2.0,85.0,3.0
1093,Bellandur,1299.0,2.0,2.0,82.0,2.0
1094,Bellandur,900.0,2.0,2.0,56.0,2.0
1095,Bellandur,1350.0,2.0,1.0,79.0,2.0
1097,Bellandur,3016.0,4.0,3.0,230.0,4.0
1098,Bellandur,1457.0,2.0,2.0,85.0,2.0
1100,Bellandur,1050.0,2.0,2.0,72.0,2.0
1101,Bellandur,3600.0,4.0,0.0,260.0,4.0
1102,Bellandur,1310.0,2.0,2.0,72.0,2.0
1104,Bellandur,1785.0,3.0,3.0,118.0,3.0
1105,Bellandur,1051.0,2.0,2.0,60.0,2.0
1107,Bellandur,1060.0,2.0,1.0,65.0,2.0
1108,Bellandur,1100.0,2.0,3.0,62.0,2.0
1112,Bellandur,1685.0,3.0,3.0,100.0,3.0
1113,Bellandur,982.0,2.0,2.0,55.0,2.0
1116,Bellandur,1063.0,2.0,1.0,58.0,2.0
1119,Bellandur,1281.0,2.0,2.0,87.0,2.0
1122,Bellandur,1785.0,3.0,2.0,120.0,3.0
1124,Bellandur,1310.0,2.0,2.0,85.0,2.0
1126,Bellandur,1465.0,3.0,3.0,90.0,2.0
1127,Bellandur,1767.0,3.0,2.0,109.0,3.0
1129,Bellandur,3600.0,4.0,2.0,245.0,4.0
1131,Bellandur,1150.0,2.0,1.0,69.44,2.0
1134,Bellandur,1410.0,3.0,2.0,92.0,2.0
1136,Bellandur,1015.0,2.0,1.0,60.0,2.0
1138,Bellandur,1685.0,3.0,3.0,101.0,3.0
1139,Bellandur,1735.0,3.0,3.0,105.0,3.0
1140,Bellandur,1685.0,3.0,3.0,115.0,3.0
1141,Bellandur,1846.0,3.0,2.0,135.0,3.0
1145,Bellandur,1717.0,3.0,2.0,110.0,3.0
1155,Bellandur,1690.0,2.0,2.0,116.0,3.0
1156,Bellandur,950.0,1.0,1.0,40.0,1.0
1158,Bellandur,1454.0,2.0,1.0,90.0,2.0
1161,Bellandur,1435.0,2.0,2.0,115.0,3.0
1163,Bellandur,1260.0,2.0,2.0,83.5,2.0
1164,Bellandur,1535.0,3.0,2.0,90.0,3.0
1165,Bellandur,1047.0,2.0,1.0,75.0,2.0
1168,Benson Town,3200.0,4.0,2.0,350.0,3.0
1169,Benson Town,4460.0,5.0,2.0,650.0,4.0
1170,Benson Town,2850.0,4.0,3.0,470.0,3.0
1171,Benson Town,1300.0,2.0,1.0,120.0,2.0
1172,Benson Town,1567.0,3.0,0.0,140.0,2.0
1173,Benson Town,3633.0,6.0,2.0,550.0,4.0
1174,Benson Town,1688.12,2.0,1.0,270.0,2.0
1175,Benson Town,1805.0,3.0,2.0,280.0,3.0
1176,Benson Town,1688.0,2.0,0.0,280.0,2.0
1180,Bharathi Nagar,1351.0,2.0,2.0,74.0,2.0
1186,Bhoganhalli,1670.0,3.0,1.0,99.0,3.0
1191,Bhoganhalli,1700.0,3.0,2.0,126.0,3.0
1196,Bhoganhalli,1760.0,3.0,2.0,127.0,3.0
1199,Bhoganhalli,1949.0,3.0,2.0,129.0,3.0
1200,Bhoganhalli,1760.0,3.0,2.0,128.0,3.0
1202,Bhoganhalli,2439.0,4.0,3.0,185.0,4.0
1205,Bhoganhalli,1458.0,3.0,1.0,78.45,3.0
1207,Bhoganhalli,1205.0,2.0,2.0,64.47,2.0
1209,Bhoganhalli,2439.0,5.0,2.0,170.0,4.0
1211,Bhoganhalli,1205.0,2.0,1.0,68.32,2.0
1212,Bhoganhalli,1260.0,2.0,1.0,69.9,2.0
1213,Bhoganhalli,2439.0,4.0,3.0,170.0,4.0
1214,Bhoganhalli,1707.0,3.0,2.0,115.0,3.0
1216,Bhoganhalli,970.0,2.0,1.0,52.5,2.0
1218,Bhoganhalli,1277.0,2.0,1.0,79.89,2.0
1220,Bhoganhalli,1703.0,3.0,2.0,120.0,3.0
1221,Billekahalli,1935.0,3.0,2.0,110.0,3.0
1222,Billekahalli,1125.0,2.0,2.0,62.0,2.0
1223,Billekahalli,1650.0,3.0,2.0,88.0,3.0
1225,Billekahalli,1112.0,2.0,2.0,62.0,2.0
1226,Billekahalli,2400.0,3.0,1.0,150.0,3.0
1227,Billekahalli,2968.0,3.0,2.0,225.0,3.0
1228,Billekahalli,950.0,2.0,1.0,58.11,2.0
1229,Billekahalli,1360.0,2.0,3.0,110.0,2.0
1230,Billekahalli,1125.0,2.0,1.0,65.0,2.0
1231,Billekahalli,950.0,2.0,2.0,56.0,2.0
1233,Billekahalli,1805.0,3.0,3.0,134.0,3.0
1234,Binny Pete,1755.0,3.0,1.0,122.0,3.0
1235,Binny Pete,665.0,1.0,0.0,50.75,1.0
1236,Binny Pete,2465.0,5.0,2.0,234.0,3.0
1237,Binny Pete,660.0,1.0,1.0,54.0,1.0
1238,Binny Pete,660.0,1.0,1.0,62.0,1.0
1239,Binny Pete,1365.0,2.0,1.0,122.0,2.0
1240,Binny Pete,2940.0,6.0,2.0,280.0,4.0
1241,Binny Pete,1795.0,3.0,2.0,139.0,3.0
1242,Binny Pete,1740.0,3.0,1.0,150.0,3.0
1243,Binny Pete,1970.0,3.0,2.0,164.0,3.0
1244,Binny Pete,1516.0,3.0,1.0,147.0,3.0
1288,Bommanahalli,3000.0,8.0,0.0,140.0,8.0
1289,Bommanahalli,520.0,1.0,0.0,19.5,1.0
1290,Bommanahalli,515.0,1.0,1.0,25.0,1.0
1353,Bommenahalli,1200.0,3.0,1.0,125.0,3.0
1354,Bommenahalli,1632.0,3.0,0.0,145.0,4.0
1355,Bommenahalli,1670.0,3.0,0.0,135.0,4.0
1356,Bommenahalli,1680.0,3.0,0.0,135.0,4.0
1357,Bommenahalli,1632.0,3.0,1.0,128.0,4.0
1358,Bommenahalli,3339.0,3.0,0.0,250.0,3.0
1359,Bommenahalli,1355.0,3.0,0.0,135.0,4.0
1360,Bommenahalli,1232.0,3.0,1.0,96.0,3.0
1361,Bommenahalli,1632.0,3.0,0.0,140.0,4.0
1362,Brookefield,1150.0,2.0,3.0,69.0,2.0
1363,Brookefield,1142.0,2.0,2.0,70.0,2.0
1365,Brookefield,2169.0,4.0,2.0,115.0,3.0
1366,Brookefield,1595.0,3.0,3.0,88.0,3.0
1367,Brookefield,2800.0,4.0,2.0,240.0,4.0
1368,Brookefield,1476.0,3.0,2.0,105.0,3.0
1369,Brookefield,1700.0,4.0,1.0,152.0,4.0
1370,Brookefield,1262.0,2.0,1.0,75.0,2.0
1371,Brookefield,1139.0,2.0,2.0,80.0,2.0
1372,Brookefield,1125.0,2.0,2.0,70.0,2.0
1373,Brookefield,1420.0,3.0,2.0,85.0,3.0
1377,Brookefield,1410.0,2.0,0.0,80.0,3.0
1380,Brookefield,1225.0,2.0,2.0,66.5,2.0
1381,Brookefield,1950.0,6.0,3.0,175.0,5.0
1384,Brookefield,1200.0,2.0,2.0,75.0,2.0
1387,Brookefield,1270.0,2.0,1.0,95.0,2.0
1388,Brookefield,1706.0,3.0,2.0,115.0,3.0
1389,Brookefield,1389.0,2.0,2.0,94.0,2.0
1391,Brookefield,1225.0,2.0,2.0,72.0,2.0
1393,Brookefield,1746.0,3.0,3.0,115.0,3.0
1395,Brookefield,1560.0,3.0,2.0,149.0,4.0
1397,Brookefield,1382.0,2.0,2.0,84.5,2.0
1398,Brookefield,1260.0,2.0,1.0,70.0,2.0
1399,Brookefield,1206.0,2.0,2.0,90.0,2.0
1401,Brookefield,1594.0,3.0,2.0,140.0,3.0
1407,Budigere,1139.0,2.0,2.0,62.0,2.0
1412,Budigere,664.0,1.0,1.0,35.0,1.0
1423,Budigere,1636.0,3.0,2.0,92.0,3.0
1426,Budigere,1149.0,2.0,2.0,65.0,2.0
1427,Budigere,664.0,1.0,1.0,35.4,1.0
1432,Budigere,664.0,1.0,1.0,34.0,1.0
1436,Budigere,1820.0,3.0,2.0,99.0,3.0
1444,Budigere,1636.0,3.0,2.0,88.0,3.0
1453,CV Raman Nagar,1392.0,2.0,1.0,98.0,2.0
1455,CV Raman Nagar,1825.0,3.0,2.0,126.0,3.0
1459,CV Raman Nagar,1560.0,2.0,2.0,85.0,2.0
1460,CV Raman Nagar,1590.0,2.0,3.0,85.0,3.0
1462,CV Raman Nagar,1051.0,2.0,3.0,61.0,2.0
1464,CV Raman Nagar,1020.0,2.0,1.0,55.0,2.0
1467,CV Raman Nagar,1392.0,2.0,1.0,95.0,2.0
1468,CV Raman Nagar,705.0,2.0,1.0,50.0,1.0
1470,CV Raman Nagar,1400.0,2.0,2.0,78.0,3.0
1471,CV Raman Nagar,1400.0,2.0,2.0,78.0,3.0
1475,Chamrajpet,1475.0,2.0,2.0,120.0,3.0
1476,Chamrajpet,1900.0,2.0,1.0,170.0,4.0
1477,Chamrajpet,1350.0,2.0,3.0,180.0,2.0
1478,Chamrajpet,1050.0,2.0,1.0,162.0,2.0
1479,Chamrajpet,1660.4,4.0,2.0,211.0,4.0
1480,Chamrajpet,505.0,1.0,0.0,85.0,1.0
1481,Chamrajpet,1565.0,3.0,2.0,98.91,3.0
1482,Chamrajpet,730.0,1.0,2.0,52.0,2.0
1483,Chamrajpet,650.0,1.0,1.0,40.0,2.0
1484,Chamrajpet,650.0,2.0,2.0,45.0,2.0
1485,Chamrajpet,1650.0,3.0,2.0,115.0,3.0
1487,Chandapura,645.0,1.0,1.0,16.45,1.0
1488,Chandapura,645.0,1.0,1.0,16.45,1.0
1491,Chandapura,530.0,1.0,0.0,11.66,1.0
1502,Chandapura,590.0,1.0,0.0,13.57,1.0
1503,Chandapura,645.0,1.0,1.0,16.45,1.0
1504,Chandapura,630.0,1.0,0.0,13.86,1.0
1508,Chandapura,520.0,1.0,1.0,14.04,1.0
1511,Chandapura,645.0,1.0,1.0,16.45,1.0
1513,Chandapura,645.0,1.0,1.0,16.45,1.0
1520,Chandapura,645.0,1.0,1.0,16.45,1.0
1522,Chandapura,645.0,1.0,1.0,16.45,1.0
1527,Chandapura,645.0,1.0,1.0,16.45,1.0
1531,Chandapura,645.0,1.0,1.0,16.45,1.0
1552,Chandapura,520.0,1.0,1.0,14.04,1.0
1556,Chandapura,410.0,1.0,1.0,10.0,1.0
1558,Chandapura,645.0,1.0,1.0,16.45,1.0
1559,Chandapura,645.0,1.0,1.0,16.45,1.0
1564,Chandapura,520.0,1.0,1.0,14.04,1.0
1568,Channasandra,1470.0,2.0,1.0,90.0,3.0
1573,Channasandra,1200.0,3.0,1.0,67.77,3.0
1593,Channasandra,1200.0,3.0,1.0,67.77,3.0
1623,Chikkalasandra,875.0,2.0,3.0,52.8,2.0
1625,Chikkalasandra,1800.0,1.0,1.0,128.0,2.0
1628,Chikkalasandra,1428.0,2.0,1.0,80.0,3.0
1645,Chikkalasandra,1290.0,2.0,2.0,72.0,2.0
1658,Choodasandra,1580.0,3.0,3.0,105.0,3.0
1660,Choodasandra,2429.0,3.0,1.0,210.0,4.0
1663,Choodasandra,1180.0,2.0,1.0,71.22,2.0
1664,Choodasandra,1140.0,2.0,2.0,62.0,2.0
1671,Cooke Town,3950.0,4.0,2.0,450.0,4.0
1672,Cooke Town,2388.0,4.0,3.0,239.0,3.0
1673,Cooke Town,1710.0,2.0,2.0,200.0,2.0
1674,Cooke Town,1310.0,2.0,2.0,111.0,2.0
1675,Cooke Town,3900.0,5.0,2.0,415.0,4.0
1676,Cooke Town,2560.0,4.0,2.0,310.0,3.0
1677,Cooke Town,2600.0,3.0,1.0,375.0,3.0
1678,Cooke Town,1100.0,2.0,3.0,90.0,2.0
1679,Cooke Town,2300.0,3.0,1.0,250.0,3.0
1680,Cox Town,1975.0,3.0,3.0,150.0,3.0
1681,Cox Town,1650.0,3.0,3.0,100.0,3.0
1682,Cox Town,1730.0,3.0,3.0,140.0,3.0
1683,Cox Town,1600.0,3.0,1.0,150.0,3.0
1684,Cox Town,1250.0,2.0,2.0,95.0,2.0
1685,Cox Town,1280.0,2.0,1.0,120.0,2.0
1686,Cox Town,1073.0,2.0,2.0,72.0,2.0
1687,Cox Town,1000.0,2.0,3.0,58.0,2.0
1688,Cox Town,1200.0,2.0,2.0,140.0,2.0
1689,Cunningham Road,5270.0,4.0,3.0,1250.0,4.0
1690,Cunningham Road,3875.0,3.0,2.0,864.0,3.0
1691,Cunningham Road,3875.0,3.0,2.0,800.0,3.0
1692,Cunningham Road,3815.0,3.0,1.0,763.0,3.0
1693,Cunningham Road,2880.0,3.0,2.0,501.0,3.0
1694,Cunningham Road,3489.0,3.0,1.0,662.0,3.0
1695,Cunningham Road,4170.0,3.0,2.0,800.0,3.0
1696,Cunningham Road,5108.0,5.0,2.0,995.0,4.0
1697,Cunningham Road,2700.0,3.0,1.0,501.0,3.0
1698,Cunningham Road,7500.0,6.0,2.0,1800.0,4.0
1699,Cunningham Road,2880.0,3.0,2.0,560.0,3.0
1701,Dasanapura,708.0,1.0,1.0,40.0,2.0
1705,Dasanapura,1163.0,2.0,1.0,65.0,2.0
1708,Dasanapura,708.0,1.0,1.0,41.0,1.0
1709,Dasanapura,814.0,2.0,1.0,43.7,2.0
1712,Dasarahalli,1150.0,2.0,0.0,70.0,2.0
1713,Dasarahalli,2100.0,3.0,3.0,120.0,3.0
1716,Dasarahalli,1333.0,2.0,1.0,78.56,2.0
1719,Devanahalli,1282.0,2.0,2.0,68.52,3.0
1721,Devanahalli,1408.0,2.0,2.0,85.0,2.0
1728,Devanahalli,658.0,1.0,1.0,34.0,1.0
1729,Devanahalli,658.0,1.0,0.0,26.91,1.0
1732,Devanahalli,1466.0,3.0,3.0,77.59,3.0
1733,Devanahalli,775.0,1.0,0.0,39.0,1.0
1734,Devanahalli,1020.0,2.0,1.0,49.87,1.0
1736,Devanahalli,1550.0,3.0,1.0,85.0,3.0
1741,Devanahalli,658.0,1.0,1.0,26.91,1.0
1743,Devanahalli,1010.0,2.0,1.0,58.0,2.0
1748,Devarachikkanahalli,1200.0,2.0,2.0,83.0,2.0
1750,Devarachikkanahalli,615.0,1.0,1.0,24.0,1.0
1755,Devarachikkanahalli,1417.0,2.0,2.0,76.0,3.0
1764,Dodda Nekkundi,1804.0,3.0,2.0,121.0,3.0
1766,Dodda Nekkundi,1999.0,3.0,2.0,132.0,3.0
1768,Dodda Nekkundi,1999.0,3.0,2.0,135.0,3.0
1770,Dodda Nekkundi,1252.0,2.0,1.0,71.0,3.0
1776,Dodda Nekkundi,1829.0,3.0,2.0,125.0,3.0
1783,Dodda Nekkundi,1200.0,2.0,2.0,71.0,2.0
1788,Doddaballapur,4200.0,4.0,3.0,325.0,4.0
1789,Doddaballapur,3876.0,3.0,1.0,300.0,3.0
1790,Doddaballapur,2776.0,4.0,2.0,195.0,3.0
1791,Doddaballapur,2440.0,3.0,1.0,142.0,3.0
1792,Doddaballapur,2400.0,3.0,0.0,200.0,4.0
1793,Doddaballapur,654.0,1.0,1.0,49.0,1.0
1794,Doddaballapur,3206.0,5.0,2.0,270.0,4.0
1811,Doddathoguru,550.0,1.0,1.0,17.0,1.0
1815,Doddathoguru,750.0,1.0,1.0,25.5,1.0
1828,Doddathoguru,550.0,1.0,1.0,17.0,1.0
1829,Domlur,1540.0,3.0,2.0,90.0,3.0
1830,Domlur,1875.0,2.0,2.0,150.0,3.0
1831,Domlur,1429.0,3.0,3.0,86.0,3.0
1832,Domlur,640.0,1.0,0.0,55.0,1.0
1833,Domlur,1050.0,2.0,2.0,85.0,2.0
1834,Domlur,1800.0,3.0,2.0,150.0,3.0
1835,Domlur,1720.0,3.0,1.0,135.0,3.0
1836,Domlur,1950.0,3.0,3.0,165.0,3.0
1837,Domlur,2180.0,3.0,2.0,285.0,3.0
1838,Domlur,650.0,1.0,1.0,70.0,1.0
1839,Domlur,780.0,1.0,1.0,70.0,1.0
1840,Domlur,2180.0,3.0,2.0,285.0,3.0
1841,Domlur,1740.0,3.0,0.0,120.0,3.0
1842,Domlur,1695.0,3.0,2.0,125.0,3.0
1843,Domlur,1246.0,2.0,1.0,95.0,2.0
1844,Domlur,2100.0,3.0,2.0,145.0,3.0
1845,Domlur,1276.0,2.0,2.0,80.0,2.0
1846,Domlur,1850.0,3.0,1.0,180.0,3.0
1847,Domlur,2955.0,3.0,2.0,235.0,3.0
1848,Domlur,1650.0,3.0,1.0,180.0,3.0
1861,EPIP Zone,1499.0,5.0,2.0,102.0,3.0
1862,EPIP Zone,1285.0,2.0,2.0,82.0,2.0
1863,EPIP Zone,2330.0,3.0,2.0,162.0,3.0
1864,EPIP Zone,1330.0,2.0,1.0,92.5,2.0
1865,EPIP Zone,1330.0,2.0,1.0,86.98,2.0
1866,EPIP Zone,1330.0,2.0,1.0,93.36,2.0
1867,EPIP Zone,1500.0,3.0,3.0,102.0,3.0
1868,EPIP Zone,1280.0,2.0,1.0,69.0,2.0
1869,EPIP Zone,1125.0,2.0,1.0,65.0,2.0
1870,EPIP Zone,1734.0,3.0,3.0,125.0,3.0
1871,EPIP Zone,3360.0,5.0,0.0,225.0,4.0
1872,EPIP Zone,1343.0,2.0,2.0,86.0,2.0
1873,EPIP Zone,2350.0,4.0,2.0,163.0,3.0
1874,EPIP Zone,1860.0,3.0,2.0,130.0,3.0
1875,EPIP Zone,2210.0,3.0,3.0,165.0,3.0
1876,EPIP Zone,2710.0,3.0,2.0,177.0,3.0
1877,EPIP Zone,3360.0,5.0,2.0,221.0,4.0
1883,Electronic City,1060.0,2.0,1.0,60.0,2.0
1884,Electronic City,1152.0,2.0,1.0,64.5,2.0
1889,Electronic City,589.0,1.0,1.0,27.0,1.0
1892,Electronic City,1108.0,2.0,1.0,63.0,2.0
1893,Electronic City,1128.0,2.0,1.0,65.0,2.0
1895,Electronic City,630.0,1.0,1.0,34.65,1.0
1896,Electronic City,1128.0,2.0,1.0,63.0,2.0
1897,Electronic City,1599.0,3.0,2.0,99.0,3.0
1903,Electronic City,1128.0,2.0,1.0,68.75,2.0
1904,Electronic City,1342.0,2.0,1.0,73.3,2.0
1908,Electronic City,1691.0,2.0,2.0,102.0,3.0
1909,Electronic City,1128.0,2.0,1.0,65.49,2.0
1915,Electronic City,1128.0,2.0,1.0,65.65,2.0
1920,Electronic City,1360.0,2.0,1.0,75.0,3.0
1922,Electronic City,1128.0,2.0,1.0,64.0,2.0
1925,Electronic City,1571.0,3.0,2.0,89.0,3.0
1931,Electronic City,1128.0,2.0,1.0,65.35,2.0
1932,Electronic City,1128.0,2.0,1.0,65.0,2.0
1937,Electronic City,1563.0,3.0,2.0,91.84,3.0
1947,Electronic City,1128.0,2.0,1.0,68.0,2.0
1948,Electronic City,700.0,1.0,1.0,35.0,1.0
1951,Electronic City,1571.0,3.0,2.0,105.0,3.0
1955,Electronic City,1600.0,3.0,2.0,104.0,3.0
1957,Electronic City,1500.0,2.0,1.0,100.0,3.0
1961,Electronic City,1152.0,2.0,1.0,65.0,2.0
1962,Electronic City,1070.0,2.0,1.0,60.0,2.0
1963,Electronic City,1128.0,2.0,1.0,65.5,2.0
1965,Electronic City,1152.0,2.0,1.0,65.75,2.0
1968,Electronic City,1060.0,2.0,1.0,58.0,2.0
1976,Electronic City,1575.0,3.0,2.0,90.0,3.0
1977,Electronic City,435.0,1.0,1.0,19.5,1.0
1978,Electronic City,1449.0,3.0,2.0,100.0,3.0
1982,Electronic City,1575.0,3.0,3.0,101.0,3.0
1984,Electronic City,550.0,1.0,1.0,12.0,1.0
1987,Electronic City,1363.0,2.0,1.0,79.0,2.0
1990,Electronic City,1108.0,2.0,1.0,67.15,2.0
1992,Electronic City,1128.0,2.0,1.0,65.7,2.0
1996,Electronic City,1650.0,3.0,2.0,100.0,3.0
2000,Electronic City,1449.0,3.0,2.0,90.0,3.0
2002,Electronic City,1070.0,2.0,1.0,58.0,2.0
2012,Electronic City,1073.0,2.0,2.0,60.0,2.0
2016,Electronic City,1140.0,2.0,1.0,70.93,2.0
2024,Electronic City,940.0,2.0,1.0,54.0,2.0
2025,Electronic City,435.0,1.0,1.0,21.0,1.0
2031,Electronic City,435.0,1.0,1.0,22.0,1.0
2036,Electronic City,1128.0,2.0,1.0,64.0,2.0
2037,Electronic City,605.0,1.0,0.0,13.31,1.0
2039,Electronic City,530.0,1.0,1.0,13.5,1.0
2046,Electronic City,1652.0,3.0,3.0,110.0,3.0
2050,Electronic City,1128.0,2.0,1.0,65.58,2.0
2051,Electronic City,635.0,1.0,1.0,28.0,1.0
2052,Electronic City,1128.0,2.0,1.0,65.4,2.0
2055,Electronic City,1355.0,2.0,1.0,72.9,2.0
2064,Electronic City,1108.0,2.0,1.0,63.0,2.0
2065,Electronic City,630.0,1.0,1.0,40.5,1.0
2068,Electronic City,605.0,1.0,1.0,22.0,1.0
2073,Electronic City,635.0,1.0,0.0,28.0,1.0
2074,Electronic City,1128.0,2.0,1.0,65.45,2.0
2083,Electronic City,630.0,1.0,1.0,33.7,1.0
2087,Electronic City,1400.0,3.0,1.0,90.0,3.0
2089,Electronic City,1258.0,2.0,1.0,85.5,2.0
2090,Electronic City,1386.0,2.0,1.0,85.0,2.0
2091,Electronic City,550.0,1.0,1.0,27.0,1.0
2095,Electronic City,1342.0,2.0,1.0,72.0,2.0
2096,Electronic City,1275.0,3.0,1.0,70.0,3.0
2102,Electronic City,1644.0,3.0,2.0,92.59,3.0
2106,Electronic City,418.0,1.0,1.0,12.0,1.0
2107,Electronic City,1128.0,2.0,1.0,64.8,2.0
2111,Electronic City,710.0,1.0,1.0,40.42,1.0
2116,Electronic City,1090.0,2.0,1.0,31.48,1.0
2121,Electronic City,1353.0,2.0,3.0,75.0,2.0
2123,Electronic City,1128.0,2.0,1.0,67.0,2.0
2125,Electronic City,1700.0,3.0,2.0,90.0,3.0
2127,Electronic City,750.0,1.0,1.0,35.0,1.0
2129,Electronic City,1070.0,2.0,1.0,60.0,2.0
2134,Electronic City,1615.0,3.0,2.0,97.0,3.0
2136,Electronic City,1221.0,2.0,2.0,68.0,2.0
2140,Electronic City,1342.0,2.0,1.0,90.0,2.0
2142,Electronic City,1128.0,2.0,1.0,63.5,2.0
2143,Electronic City,589.0,1.0,1.0,29.0,1.0
2146,Electronic City,1575.0,3.0,1.0,94.5,3.0
2152,Electronic City,2093.0,4.0,2.0,134.0,4.0
2154,Electronic City,1355.0,2.0,1.0,73.0,2.0
2160,Electronic City Phase II,630.0,1.0,1.0,28.35,1.0
2175,Electronic City Phase II,1031.0,2.0,1.0,56.35,2.0
2183,Electronic City Phase II,1790.0,3.0,3.0,100.0,3.0
2220,Electronic City Phase II,1286.0,2.0,2.0,69.0,2.0
